labelcode,cutword
95,水源 保育 回饋 費 計算 人要 繳交 用戶 異議 提出 方式
3,申請 危機 家庭 兒童 少年 委託 安置 暨 收容 費用 補助
14,鐵觀音 茶 主要 產地
59,勞資 會議 代表 任期 多久 起算
77,青發 處 提供 學生 公共服務 機會 報名
78,大佳河濱公園 活動 攤販 進入 營業
128,輪椅 數量 是否 足夠 是否 需 預約
38,翡翠水庫 目前 水質 情況
44,持 調解 筆錄 調解書 辦理 不動產 移轉 登記 繳納 印花稅
40,處理 校園霸凌 事件 月 時限 是否 包含 輔導 程序
64,僑民 服役 歸僑 役男 服役 有無 特別 規定 國內 身分 役男 有何
124,為何 特定 對象 職訓 生活 津貼 下文
6,關懷 急難 救助 申請 通報 後 獲得 協助
115,請問 內湖垃圾焚化廠 參訪 學習 可否 代為 安排 發給 環境教育 小時 證明 申請
39,五歲 免 學費 助 妳 好 孕免 學費 補助 排富 條款
122,臺北市 客家 圖書 影音 中心 開放 借閱 時間
58,碧山 貴子坑 露營 場有 熱水 洗澡
92,處理 噪音 陳情 案件 民眾 較常 詢問 資料 為何
134,批發市場 休市 日
76,想要 瞭解 室內 裝修 資訊
66,我要 檢驗 家裡 自來水 飲用水
118,為何 收到 預約 逾期 未取 取消 通知 卻 收到 預約 書到 館 通知
64,兵役 體檢 接到 徵兵 檢查 通知 那家 醫院 檢查
101,勞動 教育 補助 案 核准 後 課程 計畫 如有 變更 應 辦理
37,交通 維持 請 說明 萬 大線 信義線 東延段 施工 期間 管理 防治 施工 噪音 振動
79,想 申請 花卉試驗中心 園區 拍攝 影片 收費 需要 辦手續
51,地點 施放 爆竹 煙火
96,取得 高職 同等學力
110,新移民 新移民 會館 提供 研習 聚會 原 屬國 資訊 查詢 通譯 諮詢 場地 借用 服務
29,我要 家中 是不是 鉛管 水中 鉛含量 是不是 安全
43,膝下 無子 應 收養 小孩
12,市政 大樓 空調 使用 申請
100,請問 中山堂 有無 招募 志工
42,駕駛 勞動基準法 條之 規定 約定 工時 休假 上限 為何
35,停車 管理 工程處 權責 標誌牌
72,民政 公寓大廈 成立 管理組織 應向 申報
35,電動機車 停車 優惠 辦理
59,勞資 會議 勞資 代表 出缺 時要 處理
137,針對 民眾 反映 本市 聯營公車 脫班 案件 回 復 內容
66,檢舉 違反 水污染 防治法 案件 獎勵 辦法 檢舉 獎金 規定 為何
37,交通 維持 捷運 萬 大線 完工 通車 後 路線 交會 轉乘站 為何
29,申請 設置 霸
52,本局 所轄 新生 高架橋 下 運動 極限 區 橋樑 下方 有民眾 任意 丟棄 舊鞋
53,請問 公司 僱用 員工 達 幾人 以上 需要 設置 醫護人員
1,中小企業 融資 貸款 請問 申請 貸款 需 檢附 文件
57,空污 費 繳交
115,內湖垃圾焚化廠 戴奧辛 排放 濃度 檢測 日期 檢測 內容 相關 資訊 是否 公開
20,想要 自行檢驗 是否 提供 檢驗 毒品 服務 機構
32,兒童 已 申請加入 健保 尚未 領到 IC卡 前 是否 申請 兒童 醫療 補助 證
39,請問 公幼 缺額 是否 學期 中 插班 是非 暑假 進班
141,請問 公有 零售 市場 有空 攤 可供 申請 短期 使用 申請
82,環保局 代 處理 垃圾 收費 標準 為何
78,得知 南深 陸閘 汛期 颱風 時來襲 期間 關閉 訊息
98,我可以 拒簽 罰單
58,詢問 申辦 非 保安林 證明 保安林 範圍 查察
20,請問 臺北市 美沙冬 諮詢 專線
30,本市 違規 停車 檢舉 專線 為何
43,報名 參加 歸化 國籍 測試 臺北市 測試 時間 為何
133,我用 智慧型手機 沒辦 吃 飽 費率 請問 我該 使用 臺北 公眾 區 免費 無線 上網
46,駁回 申請 退還 溢繳 稅款 不服 可否 逕行 提起 訴願
73,何謂 特殊 境遇 家庭
119,請問 申請 攤販 營業 許可證 應具 條件
81,申請 電腦 學習 券可 學習 電腦 技能
117,重劃 區內 應行 拆遷 建築 改良 物 所有權 人 規定 期限內 自行 拆遷 有何 獎勵 規定
108,寵物店 購買 寵物 後 發生 消費 爭議 應 提出 申訴
80,完全 使用 電腦 報名 參加
79,想 申請 花卉試驗中心 園區 拍攝 影片 收費 需要 辦手續
77,青發 處 是否 設有 無障礙 廁所
39,幼兒園 教保 服務 人員 配置 為何
131,排水溝 淤積 阻塞 應 處理
35,持 停車 繳費通知 繳費 外 繳費 方式
6,低收入 戶 醫療 補助 申請 單位
41,請問 臺北市 稅捐處 士林 分處 電話 地址
106,污水 廠 回饋 區域 範圍 劃分 回饋 經費 分配比例
14,進口 有機 農產品 有機 農產 加工品 農委會 核發 有機 標示 同意 文件 後 使用 何種 標章
23,照護 補助 配偶 無 照顧 能力 證明 指 文件
122,客家 會館 地址 開放 時間
10,臺北市 補助 工商 團體 廠商 海外 參展 計畫 申請 資格 為何
105,迪化 內湖 八里 廠 處理 過的 放 流水 排放 情形
12,市政 大樓 地下 停車場 開放 時間
97,既成 道路 招標 資訊
76,九二 一大 地震 損壞 嚴重 建築物 經勘 估為 危險 得以 補強 所有人 後續 應如合 處置
56,臺北市 動產 質借 處之質 利率
69,健保 外籍配偶 可否 辦理 全民 健保
124,報名 參加 職能 培育 進修 課程 是否 身分 條件 限制
13,臺北市立 陽明 教養院 院生 收容教養 費 收費 標準
45,原住民 求職
112,建築物 越界 引起 土地 權利 糾紛 糾紛 未 解決 前 可否 禁 發起 造人 使用 執照
34,悠遊卡 各票種 搭乘 臺北 地區 聯營公車 捷運 扣款 方式 為何
5,中正 親子 館 地點 電話 為何
122,購買 本會 出版品
144,地價 補償費 法令 依據 為何
138,我家 附近 野貓 聚集 處理
10,工廠 可座 落於 本市 何種 土地使用分區
2,申請 居家 身心障礙者 維生 器材 必要 生活 輔具 用電 優惠
61,機關 員工 因公 外出 運用 相關 交通方式 優先 順序
124,身分 參加 全日制 職能 培育 請領 就業 促進 津貼 實施辦法 職業訓練 生活 津貼
3,發 現有 兒童 少年 含 發展 遲緩 身心障礙者 無 父母 父母 失聯 需 緊急 送 醫者
136,申請 工廠 登記 是否 應 檢附 水污染 防治 措施 計畫 書
59,勞資 會議 勞方 代表 資格 限制
123,市府轉運站 是否 設置 小客車 臨時 接駁 區及 計程車 排班 區
26,都市計畫 區內 既成 道路 是否 辦理 容積 移轉
137,針對 民眾 反映 本市 聯營公車 過站 站 不停 案件 回 復 內容
18,機電 設計 捷運系統 電力供應 方式 供應 電聯車 使用
131,哪裡 市區 易 積水 地點
103,民眾 自行車 失竊 警察機關 報案 須備 妥 資料 自行車 辦理 防竊 登記 辦理 登記 有何 好處 未 民眾 財產 自主 登錄 系統 登錄 自行車 辨識 碼時 自行車 是否 已為 警方 破獲
45,請問 本市 私立 托 兒童照顧 服務中心 安親 班 申請 托育 補助 時 檢附 族語 證明
134,民眾 反映 第二 果菜 批發市場 內經 常有 民眾 騎 機車 進入 買菜 恐 影響 行走 市民 安全 建議 應 全面禁止 機車 腳踏車 進入
133,我用 智慧型手機 上網 比用 筆記型電腦 平板電腦 要慢
106,迪化 廠 生水 水質 為何
11,申請 成立 社區發展 協會 資料 可至 單位 索取
84,請問 居家 安全 注意 事項
8,申請 住院 臨時 看護 補助 應備 文件
7,溫泉 取用 費 是否 地方政府 依據 當地 溫泉 資源 情形 地域 條件 因素 自行 評估 訂定 溫泉 取用 費標 準 帶動 地方 溫泉 產業 發展
121,行政 系列 班級 開班 前 是否 補報名
87,關鍵字 搜尋 市府 網站 資料
52,請問 運動 中心 溫水 游泳池 即大池 水溫 控制
109,他的國 家 公開 類似 土壤液化 潛勢 圖
68,臺北市 目前 可供 埋葬 墓地 幾處 位置 相關 申請 規定 為何
33,遺失 街頭藝人 證照 補發
139,押 標金 履約保證 金 差額 保證金 保固 保證金 繳納 方式 為何
100,請問 臺北 書院 課程 報名
98,車輛 點交 前 交通 違規 案件
105,迪化 污水處理 廠 附設 休閒 運動公園 運動 設施
132,租屋 作 辦公室 店面 使用 時 如認 房屋 租金 過高 得否 依據 土地法 條 規定 請求 直轄市 或縣 市 政府 強制 減定
141,承租人 死亡 原先 承租 攤位 是否 由其子 女 繼承 須 準備 文件
60,機電 設施 捷運 文湖線 電聯車 淡水線 電聯車 搭載 腳踏車
23,辦理 失業 認定 檢附 求職 紀錄 需要 求職 單位 用印 當做 求職 紀錄 就業 保險法 條 施行細則 條
112,施工 圍上 圍籬 要備何 文件 申請 規定 圍籬 高度
99,可否 申請 變更 登記 事項 卡 英文版
42,公務人員 依其 服務 年資 已 享有 天 年休假 起至 次年 止 育嬰 留職停薪 復職 生效 復職 當年度 是否 天 休假
131,道路 側溝 蓋 損壞 鬆動 遺失 反應 修復
31,民眾 利用 語音 網路 轉帳 繳納 交通 違規 罰 鍰 是否 列印 收據
95,公用事業 為何 不開 紙本 統一發票 開 無 實體 電子 發票
107,學生 遺失 數位 學生證 可否 直接 捷運 櫃檯 辦理 掛失
121,公訓 處 有無 提供 身障者 專用 停車位
86,公共設施 侵害 責任 是不是 過失 要件
57,檢舉 烏賊 車
20,臺北市 北極星 計畫
85,三間 房子 請問 房屋 稅單 幾張 合併 成 一張 稅單
23,次 求職 紀錄 內容 為何 應 注意事項 就業 保險法 條 施行細則 條
2,年度 本市 失能 身心障礙 日間 照顧 中心 抽籤 後 後續 是否 仍以 抽籤 方式 辦理 未來 缺額 分派
147,請問 衛生紙 直接 丟入 馬桶 中
4,長者 預防 走失 手鍊 身心障礙者 防 走失 手鍊 有何
36,發生 交通事故 後 處理 後續 事宜
114,借用 道路 舉辦 臨時 活動 適用 活動 內容 為何
95,申請人 臨櫃 辦理 過戶 只須 檢視 身分 證明文件 或須 留存 身分 證明文件 影本
41,去年 賣房子 想 請問 財產 交易所 申報 問題
29,住戶 在家 裡 抽菸 並開 家門 飄散 公共空間 處理
53,勞動 場所 如有 發生 重大 職業災害 時 處理方式
12,師生 畫廊 申請 展出
64,替代役 管理 替代役 管理權 責 為何
97,市區 道路 使用費 計費 方式 為何
114,借用 道路 舉辦 臨時 活動 適用 活動 內容 為何
118,辦理 圖書 預約
16,本市 身心障礙 教育 相關 措施 應向 諮詢
42,加班 後 未 支領 加班費 補休 規定 為何
124,搭乘 交通工具 前往 臺北市 職能 發展 學院
36,本所 鑑定 意見書 主要 內容 法律效力 為何
87,台北 卡 優惠 項目 為何
20,有人 說 吸毒 上癮
55,雇主 申請 展 延聘 僱 許可
135,北市 動物 之家 收容 動物 期限 多久 後 無人 認養 處置
124,是否 申請 訓練 津貼 生活 補助
91,沒錢 繳稅 是不是 辦理 分期 延期 繳納 稅款
145,請問 臺北市立美術館 開放 時間
144,土地 徵收 補償費 種類
87,台北 卡 遺失 時 台北 點 是否 拾獲 人 兌換 領取 完畢
121,進入 臺北 後會 轉至 研習 時數 認證 設定 頁面
145,臺北市立美術館 商借典 藏品 借展 需要 條件
104,保護 令 種類 及聲 請
120,父母 分別 持有 兩戶 以上 房屋 所有權狀 致 父母 無法 共同 設籍 額滿 學校 學區 子女 是否 優先 分發 進入 額滿 學校
59,勞動局 報請 勞資 會議 勞資 代表 名冊 備查 是否 相關 文件 可供 下載 使用
140,民眾 參與 木柵 垃圾 焚化 廠 廢棄物 進廠 檢查 作業 資格 限制
50,未辦 繼承 登記 不動產 列冊 管理 目的 為何 期限 多長 時會 移請 國有財產 局 標售 標售 所得 價款 處理方式 為何
103,網路上 遭人 誹謗 張貼 訊息 公然侮辱 情事 處置
81,無 外勞 名額 廠商 申請 外勞
52,第六屆 亞洲盃 男子 排球 錦標賽
48,失智症 家人 若要 轉到 聯合醫院 就醫 準備
28,網路 申請 建築 線 指示 辦理
5,申請 育兒 津貼 戶籍 異動 申報 影響 補助 資格
98,車輛 點交 前 交通 違規 案件
30,借出 YouBike 後 車輛 有問題 煞車失靈 輪胎 沒氣 要求 我負 賠償 責任
72,人文 新移民 哪裡 獲得 就業 訊息 工作 機會
49,以前 購買 未貼 防偽 標籤 專用 垃圾袋 還能 使用
19,補助 捐助 臺北市學校 營養午餐
68,取得 一櫃 多罐 資訊
132,農業 發展 條例 修正 後 訂立 耕地 租賃契約 有無 耕地三七五減租條例 適用
67,請問 勞工 正常 工作時間 規定 為何
16,家長 可否 要求 瞭解 子弟 參加 未足齡 兒童 申請 提早 入 國民小學 鑑定 測驗 工具 測驗 成績 及施測 人員 為何
18,聯合開發 土地 開發 用地 地主 願意 參加 土地 開發 時 處理
91,支票 抬頭 有誤 應 更正
100,中山堂
112,交屋 時應 注意 事項 為何
90,藝文 推廣 處 藝文 大樓 城市 舞台
21,如遇 旅遊 消費 爭議 申訴
36,申請 行車 影像 獎勵金 注意事項
52,臺北 海碩盃 國際 女子網球 挑戰賽
100,中山堂 售票 節目 購票
96,外籍配偶 是否 專門 開班 學習 本國 語言
103,目前 中古 手機 商行 手邊 電腦 請問 線上 幫 立即 查詢 是否 失竊 被盜 搶 遺失 手機
33,臺北當代藝術館 開放 時間 是否 免收 門票
11,申請 籌組 人民團體 應具 資格
10,申請 臺北市 補助 創業 團隊 出國 參與 創業 計畫 補助 次數
24,調解 成立 法律效力
132,辦理 名下 房屋 轉給 大陸 籍 老婆 現已 居留證
28,申請 都市計畫 現況 地形圖
122,客家 會館 地址 開放 時間
9,後 補助 點數 變為 點 元 捷運 票價 過去 捷運 公車 吸收 金額 票價 元 扣 點數 點 剩餘 元 捷運 公司 自行 吸收 改為 元 點後 會扣 點數
75,開立 死亡證 明 醫師 需 具備 資格
11,申請 衛生 福利部 補助 社區發展 工作 申請 辦法
94,補發 合格 教師 證書 資料 錯誤 申請 遺失 補發 辦理
31,查詢 有否 重覆 繳納 交通 違規 罰 鍰
65,本地 位處 縣市 交界 時有 外縣 市民 眾 攜帶 垃圾 棄 置於 本地 請 說明 外縣 市民 眾在 本市 投遞 垃圾 是否 亦 應 使用 專用 垃圾袋
7,申請 溫泉 標準 檢測 合格
55,外籍勞工 居住 地址 變更 雇主 應該 通知 單位
123,學生 悠遊卡 尚未 完成 記名 卡 押金 制 悠遊卡 後 影響
54,例假日 調整 補行 上班 日 上班 日 調整 例假日 時 私人企業 公司 行號 並未 跟進 相關 交通管制 措施 執法 取締 舉發 拖吊 標準 為何
58,請問 白石湖 地區 推薦 參觀 景點
12,師生 畫廊 申請 展出
70,無 張貼 改道 公告 站位 候車 卻 不到 公車
95,溫泉 用戶 營業 非 營業 之分 溫泉 使用 性質 改變 是否 須 辦理 變更 辦理
89,請問 天文館 提供 學生 參加 公共服務 機會
111,宗教 財團法人 會計 諮詢
32,兒童 父母 工作 繁忙 無法 前往 健康 服務中心 申請 兒童 醫療 補助 證 可否 請 人代 申請
59,事業 場所 外 從事 工作 勞工 工作時間 認定 出勤 紀錄 記載 應 注意 事項
60,機電 設施 捷運 文湖線 列車 線 列車
81,無 外勞 名額 廠商 申請 外勞
107,數位 學生證 遺失 補辦 相關 事宜
114,借用 供 車輛 行駛 車道 舉辦 臨時 活動 規定 為何
38,烏來杜鵑 有何 珍貴 之處
121,替代役 可否 參加 公務人員 訓練 處所 開辦 自費 班期 假日 英語 工作坊 夜間 英日 韓語 班 收費 標準 為何
133,使用 網頁 電話 時 無法 接通
135,想認 養 狗狗 貓咪 請問 需要 準備
137,針對 民眾 反映 本市 聯營公車 過站 站 不停 案件 回 復 內容
42,休假日 工作 工作 時數 是否 包括 每月 延長 工時 總額
89,天文館 收費 標準
147,自來水管 件 漏水 致 水費 增加 時 污水下水道 使用費 是否 應予 免徵
25,看病 順便 接種 輪狀病毒疫苗 需 負擔 費用
22,未收 罰單 卻 年後 收到 裁決書 應 處理
73,外籍 學生 居留證 因故 過期 是否 先 辦理 入學 再補 件
68,請問 樹 花葬 亡者 骨灰 處理
125,道路 標線 下雨天 容易 導致 機車 騎士 打滑
